round,hv024,state,shdist,nfhs_district_name,matched_census_district,census_distid,census_source_year,match_score,match_source,district_uid
NFHS-2,2,andhra pradesh,19,ADILABAD,Adilabad,19,1991,100.0,fuzzy,andhra pradesh_19
NFHS-2,3,assam,4,Goalpara,Goalpara,4,1991,100.0,fuzzy,assam_4
NFHS-2,3,assam,7,Kamrup,Kamrup,7,1991,100.0,fuzzy,assam_7
NFHS-2,3,assam,13,Nagaon,Nagaon,13,1991,100.0,fuzzy,assam_13
NFHS-2,3,assam,12,Marigaon,Marigaon,12,1991,100.0,fuzzy,assam_12
NFHS-2,3,assam,6,Nalbari,Nalbari,6,1991,100.0,fuzzy,assam_6
NFHS-2,3,assam,1,Dhubri,Dhubri,1,1991,100.0,fuzzy,assam_1
NFHS-2,3,assam,9,Sonitpur,Sonitpur,9,1991,100.0,fuzzy,assam_9
NFHS-2,3,assam,5,Barpeta,Barpeta,5,1991,100.0,fuzzy,assam_5
NFHS-2,3,assam,3,Bongaigaon,Bongaigaon,3,1991,100.0,fuzzy,assam_3
NFHS-2,3,assam,16,Sibsagar,Sibsagar,16,1991,100.0,fuzzy,assam_16
NFHS-2,3,assam,18,Tinsukia,Tinsukia,18,1991,100.0,fuzzy,assam_18
NFHS-2,3,assam,14,Golaghat,Golaghat,14,1991,100.0,fuzzy,assam_14
NFHS-2,3,assam,23,Cachar,Cachar,23,1991,100.0,fuzzy,assam_23
NFHS-2,3,assam,17,Dibrugarh,Dibrugarh,17,1991,100.0,fuzzy,assam_17
NFHS-2,3,assam,15,Jorhat,Jorhat,15,1991,100.0,fuzzy,assam_15
NFHS-2,3,assam,21,Karimganj,Karimganj,21,1991,100.0,fuzzy,assam_21
NFHS-2,3,assam,10,Lakhimpur,Lakhimpur,10,1991,100.0,fuzzy,assam_10
NFHS-2,3,assam,11,Dhemaji,Dhemaji,11,1991,100.0,fuzzy,assam_11
NFHS-2,3,assam,19,Karbi Anglong,Karbi Anglong,19,1991,100.0,fuzzy,assam_19
NFHS-2,3,assam,8,Darrang,Darrang,8,1991,100.0,fuzzy,assam_8
NFHS-2,4,bihar,10,Siwan,Siwan,10,1991,100.0,fuzzy,bihar_10
NFHS-2,4,bihar,13,Purba Champaran,Purba Champaran,13,1991,100.0,fuzzy,bihar_13
NFHS-2,4,bihar,11,Gopalganj,Gopalganj,11,1991,100.0,fuzzy,bihar_11
NFHS-2,4,bihar,9,Saran,Saran,9,1991,100.0,fuzzy,bihar_9
NFHS-2,4,bihar,12,Pashchim Champaran,Pashchim Champaran,12,1991,100.0,fuzzy,bihar_12
NFHS-2,4,bihar,15,Muzaffarpur,Muzaffarpur,15,1991,100.0,fuzzy,bihar_15
NFHS-2,4,bihar,19,Darbhanga,Darbhanga,19,1991,100.0,fuzzy,bihar_19
NFHS-2,4,bihar,18,Samastipur,Samastipur,18,1991,100.0,fuzzy,bihar_18
NFHS-2,4,bihar,14,Sitamarhi,Sitamarhi,14,1991,100.0,fuzzy,bihar_14
NFHS-2,4,bihar,16,Vaishali,Vaishali,16,1991,100.0,fuzzy,bihar_16
NFHS-2,4,bihar,21,Saharsa,Saharsa,21,1991,100.0,fuzzy,bihar_21
NFHS-2,4,bihar,20,Madhubani,Madhubani,20,1991,100.0,fuzzy,bihar_20
NFHS-2,4,bihar,23,Purnia,Purnia,23,1991,100.0,fuzzy,bihar_23
NFHS-2,4,bihar,22,Madhepura,Madhepura,22,1991,100.0,fuzzy,bihar_22
NFHS-2,4,bihar,24,Katihar,Katihar,24,1991,100.0,fuzzy,bihar_24
NFHS-2,4,bihar,41,Araria,Araria,41,1991,100.0,fuzzy,bihar_41
NFHS-2,4,bihar,3,Bhojpur,Bhojpur,3,1991,100.0,fuzzy,bihar_3
NFHS-2,4,bihar,4,Rohtas,Rohtas,4,1991,100.0,fuzzy,bihar_4
NFHS-2,4,bihar,1,Patna,Patna,1,1991,100.0,fuzzy,bihar_1
NFHS-2,4,bihar,26,Munger,Munger,26,1991,100.0,fuzzy,bihar_26
NFHS-2,4,bihar,27,Bhagalpur,Bhagalpur,27,1991,100.0,fuzzy,bihar_27
NFHS-2,4,bihar,25,Khagaria,Khagaria,25,1991,100.0,fuzzy,bihar_25
NFHS-2,4,bihar,8,Nawada,Nawada,8,1991,100.0,fuzzy,bihar_8
NFHS-2,4,bihar,7,Gaya,Gaya,7,1991,100.0,fuzzy,bihar_7
NFHS-2,4,bihar,5,Aurangabad,Aurangabad,5,1991,100.0,fuzzy,bihar_5
NFHS-2,4,bihar,17,Begusarai,Begusarai,17,1991,100.0,fuzzy,bihar_17
NFHS-2,4,bihar,6,Jehanabad,Jehanabad,6,1991,100.0,fuzzy,bihar_6
NFHS-2,4,bihar,2,Nalanda,Nalanda,2,1991,100.0,fuzzy,bihar_2
NFHS-2,4,bihar,30,Dumka,Dumka,30,1991,100.0,fuzzy,bihar_30
NFHS-2,4,bihar,31,Deoghar,Deoghar,31,1991,100.0,fuzzy,bihar_31
NFHS-2,4,bihar,33,Giridih,Giridih,33,1991,100.0,fuzzy,bihar_33
NFHS-2,4,bihar,32,Dhanbad,Dhanbad,32,1991,100.0,fuzzy,bihar_32
NFHS-2,4,bihar,28,Godda,Godda,28,1991,100.0,fuzzy,bihar_28
NFHS-2,4,bihar,29,Sahibganj,Sahibganj,29,1991,100.0,fuzzy,bihar_29
NFHS-2,4,bihar,35,Palamu,Palamu,35,1991,100.0,fuzzy,bihar_35
NFHS-2,4,bihar,34,Hazaribag,Hazaribag,34,1991,100.0,fuzzy,bihar_34
NFHS-2,4,bihar,40,Pas. Singhbhum,Pashchimi Singhbhum,40,1991,100.0,manual_override,bihar_40
NFHS-2,4,bihar,38,Ranchi,Ranchi,38,1991,100.0,fuzzy,bihar_38
NFHS-2,4,bihar,37,Gumla,Gumla,37,1991,100.0,fuzzy,bihar_37
NFHS-2,4,bihar,42,Kishanganj,Kishanganj,42,1991,100.0,fuzzy,bihar_42
NFHS-2,4,bihar,39,Purbi Singhbhum,Purbi Singhbhum,39,1991,100.0,fuzzy,bihar_39
NFHS-2,5,goa,1,North Goa,Goa,0,1991,90.0,fuzzy,goa_0
NFHS-2,5,goa,2,South Goa,Goa,0,1991,90.0,fuzzy,goa_0
NFHS-2,6,gujarat,1,JAMNAGAR,Jamnagar,1,1991,100.0,fuzzy,gujarat_1
NFHS-2,6,gujarat,2,RAJKOT,Rajkot,2,1991,100.0,fuzzy,gujarat_2
NFHS-2,6,gujarat,4,BHAVNAGAR,Bhavnagar,4,1991,100.0,fuzzy,gujarat_4
NFHS-2,6,gujarat,5,AMRELI,Amreli,5,1991,100.0,fuzzy,gujarat_5
NFHS-2,6,gujarat,3,SURENDRANAGAR,Surendranagar,3,1991,100.0,fuzzy,gujarat_3
NFHS-2,6,gujarat,6,JUNAGADH,Junagadh,6,1991,100.0,fuzzy,gujarat_6
NFHS-2,6,gujarat,7,KACHCHH,Kachchh,7,1991,100.0,fuzzy,gujarat_7
NFHS-2,6,gujarat,8,BANASKANTHA,Banas Kantha,8,1991,95.65217391304348,fuzzy,gujarat_8
NFHS-2,6,gujarat,9,SABARKANTHA,Sabar Kantha,9,1991,95.65217391304348,fuzzy,gujarat_9
NFHS-2,6,gujarat,10,MAHESANA,Mahasana,10,1991,100.0,manual_override,gujarat_10
NFHS-2,6,gujarat,12,AHMADABAD,Ahmadabad,12,1991,100.0,fuzzy,gujarat_12
NFHS-2,6,gujarat,11,GANDHINAGAR,Gandhinagar,11,1991,100.0,fuzzy,gujarat_11
NFHS-2,6,gujarat,13,KHEDA,Kheda,13,1991,100.0,fuzzy,gujarat_13
NFHS-2,6,gujarat,15,VADODARA,Vadodara,15,1991,100.0,fuzzy,gujarat_15
NFHS-2,6,gujarat,14,PANCHMAHALS,Panch Mahals,14,1991,95.65217391304348,fuzzy,gujarat_14
NFHS-2,6,gujarat,17,SURAT,Surat,17,1991,100.0,fuzzy,gujarat_17
NFHS-2,6,gujarat,18,VALSAD,Valsad,18,1991,100.0,fuzzy,gujarat_18
NFHS-2,6,gujarat,19,DANGS,The Dangs,19,1991,90.0,fuzzy,gujarat_19
NFHS-2,6,gujarat,16,BHARUCH,Bharuch,16,1991,100.0,fuzzy,gujarat_16
NFHS-2,7,haryana,10,GURGAON,Gurgaon,10,1991,100.0,fuzzy,haryana_10
NFHS-2,7,haryana,9,FARIDABAD,Faridabad,9,1991,100.0,fuzzy,haryana_9
NFHS-2,7,haryana,7,SONIPAT,Sonipat,7,1991,100.0,fuzzy,haryana_7
NFHS-2,7,haryana,1,AMBALA,Ambala,1,1991,100.0,fuzzy,haryana_1
NFHS-2,7,haryana,3,KURUKSHETRA,Kurukshetra,3,1991,100.0,fuzzy,haryana_3
NFHS-2,7,haryana,2,YAMUNANAGAR,Yamunanagar,2,1991,100.0,fuzzy,haryana_2
NFHS-2,7,haryana,5,KARNAL,Karnal,5,1991,100.0,fuzzy,haryana_5
NFHS-2,7,haryana,6,PANIPAT,Panipat,6,1991,100.0,fuzzy,haryana_6
NFHS-2,7,haryana,4,KAITHAL,Kaithal,4,1991,100.0,fuzzy,haryana_4
NFHS-2,7,haryana,11,REWARI,Rewari,11,1991,100.0,fuzzy,haryana_11
NFHS-2,7,haryana,13,BHIWANI,Bhiwani,13,1991,100.0,fuzzy,haryana_13
NFHS-2,7,haryana,12,MAHENDRAGARH,Mahendragarh,12,1991,100.0,fuzzy,haryana_12
NFHS-2,7,haryana,16,SIRSA,Sirsa,16,1991,100.0,fuzzy,haryana_16
NFHS-2,7,haryana,15,HISAR,Hisar,15,1991,100.0,fuzzy,haryana_15
NFHS-2,7,haryana,14,JIND,Jind,14,1991,100.0,fuzzy,haryana_14
NFHS-2,7,haryana,8,ROHTAK,Rohtak,8,1991,100.0,fuzzy,haryana_8
NFHS-2,8,himachal pradesh,1,Chamba,Chamba,1,1991,100.0,fuzzy,himachal pradesh_1
NFHS-2,8,himachal pradesh,8,Lahul & Spiti,Lahul and Spiti,8,1991,95.0,fuzzy,himachal pradesh_8
NFHS-2,8,himachal pradesh,2,Kangra,Kangra,2,1991,100.0,fuzzy,himachal pradesh_2
NFHS-2,8,himachal pradesh,3,Hamirpur,Hamirpur,3,1991,100.0,fuzzy,himachal pradesh_3
NFHS-2,8,himachal pradesh,6,Mandi,Mandi,6,1991,100.0,fuzzy,himachal pradesh_6
NFHS-2,8,himachal pradesh,4,Una,Una,4,1991,100.0,fuzzy,himachal pradesh_4
NFHS-2,8,himachal pradesh,7,Kullu,Kullu,7,1991,100.0,fuzzy,himachal pradesh_7
NFHS-2,8,himachal pradesh,5,Bilaspur,Bilaspur,5,1991,100.0,fuzzy,himachal pradesh_5
NFHS-2,8,himachal pradesh,10,Solan,Solan,10,1991,100.0,fuzzy,himachal pradesh_10
NFHS-2,8,himachal pradesh,9,Shimla,Shimla,9,1991,100.0,fuzzy,himachal pradesh_9
NFHS-2,8,himachal pradesh,11,Sirmaur,Sirmaur,11,1991,100.0,fuzzy,himachal pradesh_11
NFHS-2,9,jammu & kashmir,3,Srinagar,Srinagar,3,1981,100.0,fuzzy,jammu & kashmir_3
NFHS-2,9,jammu & kashmir,2,Palwama,Pulwama,2,1981,100.0,manual_override,jammu & kashmir_2
NFHS-2,9,jammu & kashmir,5,Barmala,Baramula,5,1981,100.0,manual_override,jammu & kashmir_5
NFHS-2,9,jammu & kashmir,1,Anandnagar,Anantnag,1,1981,100.0,manual_override,jammu & kashmir_1
NFHS-2,9,jammu & kashmir,4,Badgam,Badgam,4,1981,100.0,fuzzy,jammu & kashmir_4
NFHS-2,9,jammu & kashmir,6,Kupwara,Kupwara,6,1981,100.0,fuzzy,jammu & kashmir_6
NFHS-2,9,jammu & kashmir,10,Udhampur,Udhampur,10,1981,100.0,fuzzy,jammu & kashmir_10
NFHS-2,9,jammu & kashmir,12,Jammmu,Jammu,12,1981,90.9090909090909,fuzzy,jammu & kashmir_12
NFHS-2,9,jammu & kashmir,11,Kathua,Kuthua,11,1981,100.0,manual_override,jammu & kashmir_11
NFHS-2,10,karnataka,11,GULBARGA,Gulbarga,11,1991,100.0,fuzzy,karnataka_11
NFHS-2,10,karnataka,6,BIJAPUR,Bijapur,6,1991,100.0,fuzzy,karnataka_6
NFHS-2,10,karnataka,5,BIDAR,Bidar,5,1991,100.0,fuzzy,karnataka_5
NFHS-2,10,karnataka,17,RAICHUR,Raichur,17,1991,100.0,fuzzy,karnataka_17
NFHS-2,10,karnataka,3,BELGAUM,Belgaum,3,1991,100.0,fuzzy,karnataka_3
NFHS-2,10,karnataka,10,DHARWAD,Dharwad,10,1991,100.0,fuzzy,karnataka_10
NFHS-2,10,karnataka,9,DAKSHIN KANNAD,Dakshin Kannad,9,1991,100.0,fuzzy,karnataka_9
NFHS-2,10,karnataka,13,KODAGU,Kodagu,13,1991,100.0,fuzzy,karnataka_13
NFHS-2,10,karnataka,20,UTTAR KANNAD,Uttar Kannad,20,1991,100.0,fuzzy,karnataka_20
NFHS-2,10,karnataka,7,CHIKMAGALUR,Chikmagalur,7,1991,100.0,fuzzy,karnataka_7
NFHS-2,10,karnataka,18,SHIMOGA,Shimoga,18,1991,100.0,fuzzy,karnataka_18
NFHS-2,10,karnataka,19,TUMKUR,Tumkur,19,1991,100.0,fuzzy,karnataka_19
NFHS-2,10,karnataka,2,BANGALORE RURAL,Bangalore Rural,2,1991,100.0,fuzzy,karnataka_2
NFHS-2,10,karnataka,14,KOLAR,Kolar,14,1991,100.0,fuzzy,karnataka_14
NFHS-2,10,karnataka,1,BANGALORE,Bangalore,1,1991,100.0,fuzzy,karnataka_1
NFHS-2,10,karnataka,8,CHITRADURGA,Chitradurga,8,1991,100.0,fuzzy,karnataka_8
NFHS-2,10,karnataka,4,BELLARY,Bellary,4,1991,100.0,fuzzy,karnataka_4
NFHS-2,10,karnataka,15,MANDYA,Mandya,15,1991,100.0,fuzzy,karnataka_15
NFHS-2,10,karnataka,16,MYSORE,Mysore,16,1991,100.0,fuzzy,karnataka_16
NFHS-2,10,karnataka,12,HASSAN,Hassan,12,1991,100.0,fuzzy,karnataka_12
NFHS-2,11,kerala,1,Kasaragod,Kasaragod,1,1991,100.0,fuzzy,kerala_1
NFHS-2,11,kerala,3,Wayanad,Wayanad,3,1991,100.0,fuzzy,kerala_3
NFHS-2,11,kerala,2,Kannur,Kannur,2,1991,100.0,fuzzy,kerala_2
NFHS-2,11,kerala,4,Kozhikode,Kozhikode,4,1991,100.0,fuzzy,kerala_4
NFHS-2,11,kerala,6,Palakkad,Palakkad,6,1991,100.0,fuzzy,kerala_6
NFHS-2,11,kerala,5,Malappuram,Malappuram,5,1991,100.0,fuzzy,kerala_5
NFHS-2,11,kerala,9,Idukki,Idukki,9,1991,100.0,fuzzy,kerala_9
NFHS-2,11,kerala,7,Thrissur,Thrissur,7,1991,100.0,fuzzy,kerala_7
NFHS-2,11,kerala,8,Ernakulam,Ernakulam,8,1991,100.0,fuzzy,kerala_8
NFHS-2,11,kerala,10,Kottayam,Kottayam,10,1991,100.0,fuzzy,kerala_10
NFHS-2,11,kerala,14,Thiruvananthapuram,Thiruvananthapuram,14,1991,100.0,fuzzy,kerala_14
NFHS-2,11,kerala,13,Kollam,Kollam,13,1991,100.0,fuzzy,kerala_13
NFHS-2,11,kerala,12,Pathanamthitta,Pathanamthitta,12,1991,100.0,fuzzy,kerala_12
NFHS-2,11,kerala,11,Alappuzha,Alappuzha,11,1991,100.0,fuzzy,kerala_11
NFHS-2,12,madhya pradesh,45,Bastar,Bastar,45,1991,100.0,fuzzy,madhya pradesh_45
NFHS-2,12,madhya pradesh,39,Surguja,Sarguja,39,1991,100.0,manual_override,madhya pradesh_39
NFHS-2,12,madhya pradesh,42,Rajnandgaon,Rajnandgaon,42,1991,100.0,fuzzy,madhya pradesh_42
NFHS-2,12,madhya pradesh,40,Bilaspur,Bilaspur,40,1991,100.0,fuzzy,madhya pradesh_40
NFHS-2,12,madhya pradesh,41,Raigarh,Raigarh,41,1991,100.0,fuzzy,madhya pradesh_41
NFHS-2,12,madhya pradesh,44,Raipur,Raipur,44,1991,100.0,fuzzy,madhya pradesh_44
NFHS-2,12,madhya pradesh,8,Chhatarpur,Chhatarpur,8,1991,100.0,fuzzy,madhya pradesh_8
NFHS-2,12,madhya pradesh,15,Sidhi,Sidhi,15,1991,100.0,fuzzy,madhya pradesh_15
NFHS-2,12,madhya pradesh,14,Shahdol,Shahdol,14,1991,100.0,fuzzy,madhya pradesh_14
NFHS-2,12,madhya pradesh,13,Rewa,Rewa,13,1991,100.0,fuzzy,madhya pradesh_13
NFHS-2,12,madhya pradesh,12,Satna,Satna,12,1991,100.0,fuzzy,madhya pradesh_12
NFHS-2,12,madhya pradesh,7,Tikamgarh,Tikamgarh,7,1991,100.0,fuzzy,madhya pradesh_7
NFHS-2,12,madhya pradesh,10,Sagar,Sagar,10,1991,100.0,fuzzy,madhya pradesh_10
NFHS-2,12,madhya pradesh,30,Raisen,Raisen,30,1991,100.0,fuzzy,madhya pradesh_30
NFHS-2,12,madhya pradesh,11,Damoh,Damoh,11,1991,100.0,fuzzy,madhya pradesh_11
NFHS-2,12,madhya pradesh,29,Sehore,Sehore,29,1991,100.0,fuzzy,madhya pradesh_29
NFHS-2,12,madhya pradesh,27,Vidisha,Vidisha,27,1991,100.0,fuzzy,madhya pradesh_27
NFHS-2,12,madhya pradesh,19,Shajapur,Shajapur,19,1991,100.0,fuzzy,madhya pradesh_19
NFHS-2,12,madhya pradesh,21,Jhabua,Jhabua,21,1991,100.0,fuzzy,madhya pradesh_21
NFHS-2,12,madhya pradesh,16,Mandsaur,Mandsaur,16,1991,100.0,fuzzy,madhya pradesh_16
NFHS-2,12,madhya pradesh,20,Dewas,Dewas,20,1991,100.0,fuzzy,madhya pradesh_20
NFHS-2,12,madhya pradesh,18,Ujjain,Ujjain,18,1991,100.0,fuzzy,madhya pradesh_18
NFHS-2,12,madhya pradesh,26,Rajgarh,Rajgarh,26,1991,100.0,fuzzy,madhya pradesh_26
NFHS-2,12,madhya pradesh,22,Dhar,Dhar,22,1991,100.0,fuzzy,madhya pradesh_22
NFHS-2,12,madhya pradesh,17,Ratlam,Ratlam,17,1991,100.0,fuzzy,madhya pradesh_17
NFHS-2,12,madhya pradesh,35,Mandla,Mandla,35,1991,100.0,fuzzy,madhya pradesh_35
NFHS-2,12,madhya pradesh,34,Narsimhapur,Narsimhapur,34,1991,100.0,fuzzy,madhya pradesh_34
NFHS-2,12,madhya pradesh,33,Jabalpur,Jabalpur,33,1991,100.0,fuzzy,madhya pradesh_33
NFHS-2,12,madhya pradesh,36,Chhindwara,Chhindwara,36,1991,100.0,fuzzy,madhya pradesh_36
NFHS-2,12,madhya pradesh,37,Seoni,Seoni,37,1991,100.0,fuzzy,madhya pradesh_37
NFHS-2,12,madhya pradesh,38,Balaghat,Balaghat,38,1991,100.0,fuzzy,madhya pradesh_38
NFHS-2,12,madhya pradesh,31,Betul,Betul,31,1991,100.0,fuzzy,madhya pradesh_31
NFHS-2,12,madhya pradesh,32,Hoshangabad,Hoshangabad,32,1991,100.0,fuzzy,madhya pradesh_32
NFHS-2,12,madhya pradesh,25,East Nimar (Khandwa),East Nimar,25,1991,100.0,fuzzy,madhya pradesh_25
NFHS-2,12,madhya pradesh,24,Khargone,Dhar,24,1991,100.0,manual_override,madhya pradesh_24
NFHS-2,12,madhya pradesh,1,Morena,Morena,1,1991,100.0,fuzzy,madhya pradesh_1
NFHS-2,12,madhya pradesh,3,Gwalior,Gwalior,3,1991,100.0,fuzzy,madhya pradesh_3
NFHS-2,12,madhya pradesh,4,Datia,Datia,4,1991,100.0,fuzzy,madhya pradesh_4
NFHS-2,12,madhya pradesh,5,Shivpuri,Shivpuri,5,1991,100.0,fuzzy,madhya pradesh_5
NFHS-2,12,madhya pradesh,6,Guna,Guna,6,1991,100.0,fuzzy,madhya pradesh_6
NFHS-2,12,madhya pradesh,2,Bhind,Bhind,2,1991,100.0,fuzzy,madhya pradesh_2
NFHS-2,12,madhya pradesh,43,Durg,Durg,43,1991,100.0,fuzzy,madhya pradesh_43
NFHS-2,12,madhya pradesh,28,Bhopal,Bhopal,28,1991,100.0,fuzzy,madhya pradesh_28
NFHS-2,12,madhya pradesh,23,Indore,Indore,23,1991,100.0,fuzzy,madhya pradesh_23
NFHS-2,13,maharashtra,2,THANE,Thane,2,1991,100.0,fuzzy,maharashtra_2
NFHS-2,13,maharashtra,3,RAIGARH,Raigarh,3,1991,100.0,fuzzy,maharashtra_3
NFHS-2,13,maharashtra,4,RATNAGIRI,Ratnagiri,4,1991,100.0,fuzzy,maharashtra_4
NFHS-2,13,maharashtra,5,SINDHUDURG,Sindhudurg,5,1991,100.0,fuzzy,maharashtra_5
NFHS-2,13,maharashtra,7,DHULE,Dhule,7,1991,100.0,fuzzy,maharashtra_7
NFHS-2,13,maharashtra,6,NASHIK,Nashik,6,1991,100.0,fuzzy,maharashtra_6
NFHS-2,13,maharashtra,8,JALGAON,Jalgaon,8,1991,100.0,fuzzy,maharashtra_8
NFHS-2,13,maharashtra,13,SOLAPUR,Solapur,13,1991,100.0,fuzzy,maharashtra_13
NFHS-2,13,maharashtra,10,PUNE,Pune,10,1991,100.0,fuzzy,maharashtra_10
NFHS-2,13,maharashtra,11,SATARA,Satara,11,1991,100.0,fuzzy,maharashtra_11
NFHS-2,13,maharashtra,9,AHMADNAGAR,Ahmednagar,9,1991,90.0,fuzzy,maharashtra_9
NFHS-2,13,maharashtra,12,SANGLI,Sangli,12,1991,100.0,fuzzy,maharashtra_12
NFHS-2,13,maharashtra,14,KOLHAPUR,Kolhapur,14,1991,100.0,fuzzy,maharashtra_14
NFHS-2,13,maharashtra,18,BID,Bid,18,1991,100.0,fuzzy,maharashtra_18
NFHS-2,13,maharashtra,16,JALNA,Jalna,16,1991,100.0,fuzzy,maharashtra_16
NFHS-2,13,maharashtra,17,PARBHANI,Parbhani,17,1991,100.0,fuzzy,maharashtra_17
NFHS-2,13,maharashtra,15,AURANGABAD,Aurangabad,15,1991,100.0,fuzzy,maharashtra_15
NFHS-2,13,maharashtra,22,BULDANA,Buldana,22,1991,100.0,fuzzy,maharashtra_22
NFHS-2,13,maharashtra,23,AKOLA,Akola,23,1991,100.0,fuzzy,maharashtra_23
NFHS-2,13,maharashtra,21,LATUR,Latur,21,1991,100.0,fuzzy,maharashtra_21
NFHS-2,13,maharashtra,24,AMRAVATI,Amravati,24,1991,100.0,fuzzy,maharashtra_24
NFHS-2,13,maharashtra,19,NANDED,Nanded,19,1991,100.0,fuzzy,maharashtra_19
NFHS-2,13,maharashtra,25,YAVATMAL,Yavatmal,25,1991,100.0,fuzzy,maharashtra_25
NFHS-2,13,maharashtra,26,WARDHA,Wardha,26,1991,100.0,fuzzy,maharashtra_26
NFHS-2,13,maharashtra,27,NAGPUR,Nagpur,27,1991,100.0,fuzzy,maharashtra_27
NFHS-2,13,maharashtra,29,CHANDRAPUR,Chandrapur,29,1991,100.0,fuzzy,maharashtra_29
NFHS-2,13,maharashtra,28,BHANDARA,Bhandara,28,1991,100.0,fuzzy,maharashtra_28
NFHS-2,13,maharashtra,1,MUMBAI,Bid,1,1991,100.0,manual_override,maharashtra_1
NFHS-2,14,manipur,2,TAMENGLONG,Manipur,2,1991,100.0,manual_override,manipur_2
NFHS-2,14,manipur,1,SENAPATI,Manipur,1,1991,100.0,manual_override,manipur_1
NFHS-2,14,manipur,3,CHURACHANPUR,Manipur,3,1991,100.0,manual_override,manipur_3
NFHS-2,14,manipur,4,CHANDEL,Manipur,4,1991,100.0,manual_override,manipur_4
NFHS-2,14,manipur,5,THOUBAL,Manipur,5,1991,100.0,manual_override,manipur_5
NFHS-2,14,manipur,6,BISHNUPUR,Manipur,6,1991,100.0,manual_override,manipur_6
NFHS-2,14,manipur,7,IMPHAL,Manipur,7,1991,100.0,manual_override,manipur_7
NFHS-2,14,manipur,8,UKHRUL,Manipur,8,1991,100.0,manual_override,manipur_8
NFHS-2,15,meghalaya,1,JAINTIA HILLS,Meghalaya,1,1991,100.0,manual_override,meghalaya_1
NFHS-2,15,meghalaya,2,EAST KHASI HILLS,Meghalaya,2,1991,100.0,manual_override,meghalaya_2
NFHS-2,15,meghalaya,3,WEST KHASI HILLS,Meghalaya,3,1991,100.0,manual_override,meghalaya_3
NFHS-2,15,meghalaya,5,WEST GARO HILLS,Meghalaya,5,1991,100.0,manual_override,meghalaya_5
NFHS-2,15,meghalaya,4,EAST GORA HILLS,Meghalaya,4,1991,100.0,manual_override,meghalaya_4
NFHS-2,16,mizoram,1,AIZAWL,Mizoram,1,1991,100.0,manual_override,mizoram_1
NFHS-2,16,mizoram,2,LUNGLEI,Mizoram,2,1991,100.0,manual_override,mizoram_2
NFHS-2,16,mizoram,3,CHHIMTUIPUI,Mizoram,3,1991,100.0,manual_override,mizoram_3
NFHS-2,17,nagaland,1,KOHIMA,Nagaland,1,1991,100.0,manual_override,nagaland_1
NFHS-2,17,nagaland,3,ZUNHEBOTO,Nagaland,3,1991,100.0,manual_override,nagaland_3
