round,hv024,state,shdist,nfhs_district_name,matched_census_district,census_distid,census_source_year,match_score,match_source,district_uid
NFHS-1,10,karnataka,3,BELGAUM,Belgaum,3,1991,100.0,fuzzy,karnataka_3
NFHS-1,10,karnataka,3,BELGAUM,Belgaum,3,1991,100.0,fuzzy,karnataka_3
NFHS-1,10,karnataka,7,CHIKMAGALUR,Chikmagalur,7,1991,100.0,fuzzy,karnataka_7
NFHS-1,10,karnataka,7,CHIKMAGALUR,Chikmagalur,7,1991,100.0,fuzzy,karnataka_7
NFHS-1,10,karnataka,13,KODAGU,Kodagu,13,1991,100.0,fuzzy,karnataka_13
NFHS-1,10,karnataka,13,KODAGU,Kodagu,13,1991,100.0,fuzzy,karnataka_13
NFHS-1,10,karnataka,18,SHIMOGA,Shimoga,18,1991,100.0,fuzzy,karnataka_18
NFHS-1,10,karnataka,18,SHIMOGA,Shimoga,18,1991,100.0,fuzzy,karnataka_18
NFHS-1,10,karnataka,11,GULBARGA,Gulbarga,11,1991,100.0,fuzzy,karnataka_11
NFHS-1,10,karnataka,11,GULBARGA,Gulbarga,11,1991,100.0,fuzzy,karnataka_11
NFHS-1,10,karnataka,14,KOLAR,Kolar,14,1991,100.0,fuzzy,karnataka_14
NFHS-1,10,karnataka,14,KOLAR,Kolar,14,1991,100.0,fuzzy,karnataka_14
NFHS-1,10,karnataka,15,MANDYA,Mandya,15,1991,100.0,fuzzy,karnataka_15
NFHS-1,10,karnataka,15,MANDYA,Mandya,15,1991,100.0,fuzzy,karnataka_15
NFHS-1,11,kerala,1,Kasaragod,Kasaragod,1,1991,100.0,fuzzy,kerala_1
NFHS-1,11,kerala,1,Kasaragod,Kasaragod,1,1991,100.0,fuzzy,kerala_1
NFHS-1,11,kerala,2,Kannur,Kannur,2,1991,100.0,fuzzy,kerala_2
NFHS-1,11,kerala,2,Kannur,Kannur,2,1991,100.0,fuzzy,kerala_2
NFHS-1,11,kerala,3,Wayanad,Wayanad,3,1991,100.0,fuzzy,kerala_3
NFHS-1,11,kerala,3,Wayanad,Wayanad,3,1991,100.0,fuzzy,kerala_3
NFHS-1,11,kerala,4,Kozhikode,Kozhikode,4,1991,100.0,fuzzy,kerala_4
NFHS-1,11,kerala,4,Kozhikode,Kozhikode,4,1991,100.0,fuzzy,kerala_4
NFHS-1,11,kerala,5,Malappuram,Malappuram,5,1991,100.0,fuzzy,kerala_5
NFHS-1,11,kerala,5,Malappuram,Malappuram,5,1991,100.0,fuzzy,kerala_5
NFHS-1,11,kerala,6,Palakkad,Palakkad,6,1991,100.0,fuzzy,kerala_6
NFHS-1,11,kerala,6,Palakkad,Palakkad,6,1991,100.0,fuzzy,kerala_6
NFHS-1,11,kerala,7,Thrissur,Thrissur,7,1991,100.0,fuzzy,kerala_7
NFHS-1,11,kerala,7,Thrissur,Thrissur,7,1991,100.0,fuzzy,kerala_7
NFHS-1,11,kerala,8,Ernakulam,Ernakulam,8,1991,100.0,fuzzy,kerala_8
NFHS-1,11,kerala,8,Ernakulam,Ernakulam,8,1991,100.0,fuzzy,kerala_8
NFHS-1,11,kerala,9,Idukki,Idukki,9,1991,100.0,fuzzy,kerala_9
NFHS-1,11,kerala,9,Idukki,Idukki,9,1991,100.0,fuzzy,kerala_9
NFHS-1,11,kerala,10,Kottayam,Kottayam,10,1991,100.0,fuzzy,kerala_10
NFHS-1,11,kerala,10,Kottayam,Kottayam,10,1991,100.0,fuzzy,kerala_10
NFHS-1,11,kerala,11,Alappuzha,Alappuzha,11,1991,100.0,fuzzy,kerala_11
NFHS-1,11,kerala,11,Alappuzha,Alappuzha,11,1991,100.0,fuzzy,kerala_11
NFHS-1,11,kerala,12,Pathanamthitta,Pathanamthitta,12,1991,100.0,fuzzy,kerala_12
NFHS-1,11,kerala,12,Pathanamthitta,Pathanamthitta,12,1991,100.0,fuzzy,kerala_12
NFHS-1,12,madhya pradesh,1,Morena,Morena,1,1991,100.0,fuzzy,madhya pradesh_1
NFHS-1,12,madhya pradesh,1,Morena,Morena,1,1991,100.0,fuzzy,madhya pradesh_1
NFHS-1,12,madhya pradesh,4,Datia,Datia,4,1991,100.0,fuzzy,madhya pradesh_4
NFHS-1,12,madhya pradesh,4,Datia,Datia,4,1991,100.0,fuzzy,madhya pradesh_4
NFHS-1,12,madhya pradesh,5,Shivpuri,Shivpuri,5,1991,100.0,fuzzy,madhya pradesh_5
NFHS-1,12,madhya pradesh,5,Shivpuri,Shivpuri,5,1991,100.0,fuzzy,madhya pradesh_5
NFHS-1,12,madhya pradesh,6,Guna,Guna,6,1991,100.0,fuzzy,madhya pradesh_6
NFHS-1,12,madhya pradesh,6,Guna,Guna,6,1991,100.0,fuzzy,madhya pradesh_6
NFHS-1,12,madhya pradesh,2,Bhind,Bhind,2,1991,100.0,fuzzy,madhya pradesh_2
NFHS-1,12,madhya pradesh,2,Bhind,Bhind,2,1991,100.0,fuzzy,madhya pradesh_2
NFHS-1,12,madhya pradesh,3,Gwalior,Gwalior,3,1991,100.0,fuzzy,madhya pradesh_3
NFHS-1,12,madhya pradesh,3,Gwalior,Gwalior,3,1991,100.0,fuzzy,madhya pradesh_3
NFHS-1,12,madhya pradesh,7,Tikamgarh,Tikamgarh,7,1991,100.0,fuzzy,madhya pradesh_7
NFHS-1,12,madhya pradesh,7,Tikamgarh,Tikamgarh,7,1991,100.0,fuzzy,madhya pradesh_7
NFHS-1,12,madhya pradesh,8,Chhatarpur,Chhatarpur,8,1991,100.0,fuzzy,madhya pradesh_8
NFHS-1,12,madhya pradesh,8,Chhatarpur,Chhatarpur,8,1991,100.0,fuzzy,madhya pradesh_8
NFHS-1,12,madhya pradesh,9,,Rajnandgaon,42,1991,90.0,fuzzy,madhya pradesh_42
NFHS-1,12,madhya pradesh,9,,Rajnandgaon,42,1991,90.0,fuzzy,madhya pradesh_42
NFHS-1,12,madhya pradesh,10,Sagar,Sagar,10,1991,100.0,fuzzy,madhya pradesh_10
NFHS-1,12,madhya pradesh,10,Sagar,Sagar,10,1991,100.0,fuzzy,madhya pradesh_10
NFHS-1,12,madhya pradesh,11,Damoh,Damoh,11,1991,100.0,fuzzy,madhya pradesh_11
NFHS-1,12,madhya pradesh,11,Damoh,Damoh,11,1991,100.0,fuzzy,madhya pradesh_11
NFHS-1,12,madhya pradesh,12,Satna,Satna,12,1991,100.0,fuzzy,madhya pradesh_12
NFHS-1,12,madhya pradesh,12,Satna,Satna,12,1991,100.0,fuzzy,madhya pradesh_12
NFHS-1,12,madhya pradesh,13,Rewa,Rewa,13,1991,100.0,fuzzy,madhya pradesh_13
NFHS-1,12,madhya pradesh,13,Rewa,Rewa,13,1991,100.0,fuzzy,madhya pradesh_13
NFHS-1,12,madhya pradesh,27,Vidisha,Vidisha,27,1991,100.0,fuzzy,madhya pradesh_27
NFHS-1,12,madhya pradesh,27,Vidisha,Vidisha,27,1991,100.0,fuzzy,madhya pradesh_27
NFHS-1,12,madhya pradesh,14,Shahdol,Shahdol,14,1991,100.0,fuzzy,madhya pradesh_14
NFHS-1,12,madhya pradesh,14,Shahdol,Shahdol,14,1991,100.0,fuzzy,madhya pradesh_14
NFHS-1,12,madhya pradesh,15,Sidhi,Sidhi,15,1991,100.0,fuzzy,madhya pradesh_15
NFHS-1,12,madhya pradesh,15,Sidhi,Sidhi,15,1991,100.0,fuzzy,madhya pradesh_15
NFHS-1,12,madhya pradesh,39,Surguja,Sarguja,39,1991,100.0,manual_override,madhya pradesh_39
NFHS-1,12,madhya pradesh,39,Surguja,Sarguja,39,1991,100.0,manual_override,madhya pradesh_39
NFHS-1,12,madhya pradesh,19,Shajapur,Shajapur,19,1991,100.0,fuzzy,madhya pradesh_19
NFHS-1,12,madhya pradesh,19,Shajapur,Shajapur,19,1991,100.0,fuzzy,madhya pradesh_19
NFHS-1,12,madhya pradesh,21,Jhabua,Jhabua,21,1991,100.0,fuzzy,madhya pradesh_21
NFHS-1,12,madhya pradesh,21,Jhabua,Jhabua,21,1991,100.0,fuzzy,madhya pradesh_21
NFHS-1,12,madhya pradesh,22,Dhar,Dhar,22,1991,100.0,fuzzy,madhya pradesh_22
NFHS-1,12,madhya pradesh,22,Dhar,Dhar,22,1991,100.0,fuzzy,madhya pradesh_22
NFHS-1,12,madhya pradesh,26,Rajgarh,Rajgarh,26,1991,100.0,fuzzy,madhya pradesh_26
NFHS-1,12,madhya pradesh,26,Rajgarh,Rajgarh,26,1991,100.0,fuzzy,madhya pradesh_26
NFHS-1,12,madhya pradesh,28,Bhopal,Bhopal,28,1991,100.0,fuzzy,madhya pradesh_28
NFHS-1,12,madhya pradesh,28,Bhopal,Bhopal,28,1991,100.0,fuzzy,madhya pradesh_28
NFHS-1,12,madhya pradesh,29,Sehore,Sehore,29,1991,100.0,fuzzy,madhya pradesh_29
NFHS-1,12,madhya pradesh,29,Sehore,Sehore,29,1991,100.0,fuzzy,madhya pradesh_29
NFHS-1,12,madhya pradesh,30,Raisen,Raisen,30,1991,100.0,fuzzy,madhya pradesh_30
NFHS-1,12,madhya pradesh,30,Raisen,Raisen,30,1991,100.0,fuzzy,madhya pradesh_30
NFHS-1,12,madhya pradesh,24,Khargone,Dhar,22,1991,67.5,fuzzy,madhya pradesh_22
NFHS-1,12,madhya pradesh,24,Khargone,Dhar,22,1991,67.5,fuzzy,madhya pradesh_22
NFHS-1,12,madhya pradesh,35,Mandla,Mandla,35,1991,100.0,fuzzy,madhya pradesh_35
NFHS-1,12,madhya pradesh,35,Mandla,Mandla,35,1991,100.0,fuzzy,madhya pradesh_35
NFHS-1,12,madhya pradesh,45,Bastar,Bastar,45,1991,100.0,fuzzy,madhya pradesh_45
NFHS-1,12,madhya pradesh,45,Bastar,Bastar,45,1991,100.0,fuzzy,madhya pradesh_45
NFHS-1,12,madhya pradesh,25,East Nimar (Khandwa),East Nimar,25,1991,100.0,fuzzy,madhya pradesh_25
NFHS-1,12,madhya pradesh,25,East Nimar (Khandwa),East Nimar,25,1991,100.0,fuzzy,madhya pradesh_25
NFHS-1,12,madhya pradesh,31,Betul,Betul,31,1991,100.0,fuzzy,madhya pradesh_31
NFHS-1,12,madhya pradesh,31,Betul,Betul,31,1991,100.0,fuzzy,madhya pradesh_31
NFHS-1,12,madhya pradesh,32,Hoshangabad,Hoshangabad,32,1991,100.0,fuzzy,madhya pradesh_32
NFHS-1,12,madhya pradesh,32,Hoshangabad,Hoshangabad,32,1991,100.0,fuzzy,madhya pradesh_32
NFHS-1,12,madhya pradesh,16,Mandsaur,Mandsaur,16,1991,100.0,fuzzy,madhya pradesh_16
NFHS-1,12,madhya pradesh,16,Mandsaur,Mandsaur,16,1991,100.0,fuzzy,madhya pradesh_16
NFHS-1,12,madhya pradesh,17,Ratlam,Ratlam,17,1991,100.0,fuzzy,madhya pradesh_17
NFHS-1,12,madhya pradesh,17,Ratlam,Ratlam,17,1991,100.0,fuzzy,madhya pradesh_17
NFHS-1,12,madhya pradesh,18,Ujjain,Ujjain,18,1991,100.0,fuzzy,madhya pradesh_18
NFHS-1,12,madhya pradesh,18,Ujjain,Ujjain,18,1991,100.0,fuzzy,madhya pradesh_18
NFHS-1,12,madhya pradesh,20,Dewas,Dewas,20,1991,100.0,fuzzy,madhya pradesh_20
NFHS-1,12,madhya pradesh,20,Dewas,Dewas,20,1991,100.0,fuzzy,madhya pradesh_20
NFHS-1,12,madhya pradesh,23,Indore,Indore,23,1991,100.0,fuzzy,madhya pradesh_23
NFHS-1,12,madhya pradesh,23,Indore,Indore,23,1991,100.0,fuzzy,madhya pradesh_23
NFHS-1,12,madhya pradesh,33,Jabalpur,Jabalpur,33,1991,100.0,fuzzy,madhya pradesh_33
NFHS-1,12,madhya pradesh,33,Jabalpur,Jabalpur,33,1991,100.0,fuzzy,madhya pradesh_33
NFHS-1,12,madhya pradesh,36,Chhindwara,Chhindwara,36,1991,100.0,fuzzy,madhya pradesh_36
NFHS-1,12,madhya pradesh,36,Chhindwara,Chhindwara,36,1991,100.0,fuzzy,madhya pradesh_36
NFHS-1,12,madhya pradesh,37,Seoni,Seoni,37,1991,100.0,fuzzy,madhya pradesh_37
NFHS-1,12,madhya pradesh,37,Seoni,Seoni,37,1991,100.0,fuzzy,madhya pradesh_37
NFHS-1,12,madhya pradesh,38,Balaghat,Balaghat,38,1991,100.0,fuzzy,madhya pradesh_38
NFHS-1,12,madhya pradesh,38,Balaghat,Balaghat,38,1991,100.0,fuzzy,madhya pradesh_38
NFHS-1,12,madhya pradesh,40,Bilaspur,Bilaspur,40,1991,100.0,fuzzy,madhya pradesh_40
NFHS-1,12,madhya pradesh,40,Bilaspur,Bilaspur,40,1991,100.0,fuzzy,madhya pradesh_40
NFHS-1,12,madhya pradesh,41,Raigarh,Raigarh,41,1991,100.0,fuzzy,madhya pradesh_41
NFHS-1,12,madhya pradesh,41,Raigarh,Raigarh,41,1991,100.0,fuzzy,madhya pradesh_41
NFHS-1,12,madhya pradesh,42,Rajnandgaon,Rajnandgaon,42,1991,100.0,fuzzy,madhya pradesh_42
NFHS-1,12,madhya pradesh,42,Rajnandgaon,Rajnandgaon,42,1991,100.0,fuzzy,madhya pradesh_42
NFHS-1,12,madhya pradesh,43,Durg,Durg,43,1991,100.0,fuzzy,madhya pradesh_43
NFHS-1,12,madhya pradesh,43,Durg,Durg,43,1991,100.0,fuzzy,madhya pradesh_43
NFHS-1,12,madhya pradesh,44,Raipur,Raipur,44,1991,100.0,fuzzy,madhya pradesh_44
NFHS-1,12,madhya pradesh,44,Raipur,Raipur,44,1991,100.0,fuzzy,madhya pradesh_44
NFHS-1,13,maharashtra,2,THANE,Thane,2,1991,100.0,fuzzy,maharashtra_2
NFHS-1,13,maharashtra,2,THANE,Thane,2,1991,100.0,fuzzy,maharashtra_2
NFHS-1,13,maharashtra,3,RAIGARH,Raigarh,3,1991,100.0,fuzzy,maharashtra_3
NFHS-1,13,maharashtra,3,RAIGARH,Raigarh,3,1991,100.0,fuzzy,maharashtra_3
NFHS-1,13,maharashtra,4,RATNAGIRI,Ratnagiri,4,1991,100.0,fuzzy,maharashtra_4
NFHS-1,13,maharashtra,4,RATNAGIRI,Ratnagiri,4,1991,100.0,fuzzy,maharashtra_4
NFHS-1,13,maharashtra,5,SINDHUDURG,Sindhudurg,5,1991,100.0,fuzzy,maharashtra_5
NFHS-1,13,maharashtra,5,SINDHUDURG,Sindhudurg,5,1991,100.0,fuzzy,maharashtra_5
NFHS-1,13,maharashtra,6,NASHIK,Nashik,6,1991,100.0,fuzzy,maharashtra_6
NFHS-1,13,maharashtra,6,NASHIK,Nashik,6,1991,100.0,fuzzy,maharashtra_6
NFHS-1,13,maharashtra,7,DHULE,Dhule,7,1991,100.0,fuzzy,maharashtra_7
NFHS-1,13,maharashtra,7,DHULE,Dhule,7,1991,100.0,fuzzy,maharashtra_7
NFHS-1,13,maharashtra,8,JALGAON,Jalgaon,8,1991,100.0,fuzzy,maharashtra_8
NFHS-1,13,maharashtra,8,JALGAON,Jalgaon,8,1991,100.0,fuzzy,maharashtra_8
NFHS-1,13,maharashtra,9,AHMADNAGAR,Ahmednagar,9,1991,90.0,fuzzy,maharashtra_9
NFHS-1,13,maharashtra,9,AHMADNAGAR,Ahmednagar,9,1991,90.0,fuzzy,maharashtra_9
NFHS-1,13,maharashtra,10,PUNE,Pune,10,1991,100.0,fuzzy,maharashtra_10
NFHS-1,13,maharashtra,10,PUNE,Pune,10,1991,100.0,fuzzy,maharashtra_10
NFHS-1,13,maharashtra,11,SATARA,Satara,11,1991,100.0,fuzzy,maharashtra_11
NFHS-1,13,maharashtra,11,SATARA,Satara,11,1991,100.0,fuzzy,maharashtra_11
NFHS-1,13,maharashtra,12,SANGLI,Sangli,12,1991,100.0,fuzzy,maharashtra_12
NFHS-1,13,maharashtra,12,SANGLI,Sangli,12,1991,100.0,fuzzy,maharashtra_12
NFHS-1,13,maharashtra,13,SOLAPUR,Solapur,13,1991,100.0,fuzzy,maharashtra_13
NFHS-1,13,maharashtra,13,SOLAPUR,Solapur,13,1991,100.0,fuzzy,maharashtra_13
NFHS-1,13,maharashtra,14,KOLHAPUR,Kolhapur,14,1991,100.0,fuzzy,maharashtra_14
NFHS-1,13,maharashtra,14,KOLHAPUR,Kolhapur,14,1991,100.0,fuzzy,maharashtra_14
NFHS-1,13,maharashtra,15,AURANGABAD,Aurangabad,15,1991,100.0,fuzzy,maharashtra_15
NFHS-1,13,maharashtra,15,AURANGABAD,Aurangabad,15,1991,100.0,fuzzy,maharashtra_15
NFHS-1,13,maharashtra,16,JALNA,Jalna,16,1991,100.0,fuzzy,maharashtra_16
NFHS-1,13,maharashtra,16,JALNA,Jalna,16,1991,100.0,fuzzy,maharashtra_16
NFHS-1,13,maharashtra,17,PARBHANI,Parbhani,17,1991,100.0,fuzzy,maharashtra_17
NFHS-1,13,maharashtra,17,PARBHANI,Parbhani,17,1991,100.0,fuzzy,maharashtra_17
NFHS-1,13,maharashtra,18,BID,Bid,18,1991,100.0,fuzzy,maharashtra_18
NFHS-1,13,maharashtra,18,BID,Bid,18,1991,100.0,fuzzy,maharashtra_18
NFHS-1,13,maharashtra,19,NANDED,Nanded,19,1991,100.0,fuzzy,maharashtra_19
NFHS-1,13,maharashtra,19,NANDED,Nanded,19,1991,100.0,fuzzy,maharashtra_19
NFHS-1,13,maharashtra,20,,Nanded,19,1991,90.0,fuzzy,maharashtra_19
NFHS-1,13,maharashtra,20,,Nanded,19,1991,90.0,fuzzy,maharashtra_19
NFHS-1,13,maharashtra,21,LATUR,Latur,21,1991,100.0,fuzzy,maharashtra_21
NFHS-1,13,maharashtra,21,LATUR,Latur,21,1991,100.0,fuzzy,maharashtra_21
NFHS-1,13,maharashtra,22,BULDANA,Buldana,22,1991,100.0,fuzzy,maharashtra_22
NFHS-1,13,maharashtra,22,BULDANA,Buldana,22,1991,100.0,fuzzy,maharashtra_22
NFHS-1,13,maharashtra,23,AKOLA,Akola,23,1991,100.0,fuzzy,maharashtra_23
NFHS-1,13,maharashtra,23,AKOLA,Akola,23,1991,100.0,fuzzy,maharashtra_23
NFHS-1,13,maharashtra,24,AMRAVATI,Amravati,24,1991,100.0,fuzzy,maharashtra_24
NFHS-1,13,maharashtra,24,AMRAVATI,Amravati,24,1991,100.0,fuzzy,maharashtra_24
NFHS-1,13,maharashtra,25,YAVATMAL,Yavatmal,25,1991,100.0,fuzzy,maharashtra_25
NFHS-1,13,maharashtra,25,YAVATMAL,Yavatmal,25,1991,100.0,fuzzy,maharashtra_25
NFHS-1,13,maharashtra,26,WARDHA,Wardha,26,1991,100.0,fuzzy,maharashtra_26
NFHS-1,13,maharashtra,26,WARDHA,Wardha,26,1991,100.0,fuzzy,maharashtra_26
NFHS-1,13,maharashtra,1,MUMBAI,Bid,18,1991,60.00000000000001,fuzzy,maharashtra_18
NFHS-1,13,maharashtra,1,MUMBAI,Bid,18,1991,60.00000000000001,fuzzy,maharashtra_18
NFHS-1,14,manipur,1,SENAPATI,Manipur,0,1991,26.66666666666667,fuzzy,manipur_0
NFHS-1,14,manipur,1,SENAPATI,Manipur,0,1991,26.66666666666667,fuzzy,manipur_0
NFHS-1,14,manipur,2,TAMENGLONG,Manipur,0,1991,23.529411764705888,fuzzy,manipur_0
NFHS-1,14,manipur,2,TAMENGLONG,Manipur,0,1991,23.529411764705888,fuzzy,manipur_0
NFHS-1,14,manipur,3,CHURACHANPUR,Manipur,0,1991,75.00000000000001,fuzzy,manipur_0
NFHS-1,14,manipur,3,CHURACHANPUR,Manipur,0,1991,75.00000000000001,fuzzy,manipur_0
NFHS-1,14,manipur,5,THOUBAL,Manipur,0,1991,14.28571428571429,fuzzy,manipur_0
NFHS-1,14,manipur,5,THOUBAL,Manipur,0,1991,14.28571428571429,fuzzy,manipur_0
NFHS-1,14,manipur,6,BISHNUPUR,Manipur,0,1991,50.0,fuzzy,manipur_0
NFHS-1,14,manipur,6,BISHNUPUR,Manipur,0,1991,50.0,fuzzy,manipur_0
NFHS-1,15,meghalaya,1,JAINTIA HILLS,Meghalaya,0,1991,34.54545454545455,fuzzy,meghalaya_0
NFHS-1,15,meghalaya,1,JAINTIA HILLS,Meghalaya,0,1991,34.54545454545455,fuzzy,meghalaya_0
NFHS-1,15,meghalaya,2,EAST KHASI HILLS,Meghalaya,0,1991,32.727272727272734,fuzzy,meghalaya_0
NFHS-1,15,meghalaya,2,EAST KHASI HILLS,Meghalaya,0,1991,32.727272727272734,fuzzy,meghalaya_0
NFHS-1,15,meghalaya,3,WEST KHASI HILLS,Meghalaya,0,1991,31.999999999999996,fuzzy,meghalaya_0
NFHS-1,15,meghalaya,3,WEST KHASI HILLS,Meghalaya,0,1991,31.999999999999996,fuzzy,meghalaya_0
NFHS-1,15,meghalaya,4,EAST GORA HILLS,Meghalaya,0,1991,33.333333333333336,fuzzy,meghalaya_0
NFHS-1,15,meghalaya,4,EAST GORA HILLS,Meghalaya,0,1991,33.333333333333336,fuzzy,meghalaya_0
NFHS-1,15,meghalaya,5,WEST GARO HILLS,Meghalaya,0,1991,33.75,fuzzy,meghalaya_0
NFHS-1,15,meghalaya,5,WEST GARO HILLS,Meghalaya,0,1991,33.75,fuzzy,meghalaya_0
NFHS-1,16,mizoram,1,AIZAWL,Mizoram,0,1991,46.15384615384615,fuzzy,mizoram_0
NFHS-1,16,mizoram,1,AIZAWL,Mizoram,0,1991,46.15384615384615,fuzzy,mizoram_0
NFHS-1,16,mizoram,2,LUNGLEI,Mizoram,0,1991,14.28571428571429,fuzzy,mizoram_0
NFHS-1,16,mizoram,2,LUNGLEI,Mizoram,0,1991,14.28571428571429,fuzzy,mizoram_0
NFHS-1,16,mizoram,3,CHHIMTUIPUI,Mizoram,0,1991,30.000000000000004,fuzzy,mizoram_0
NFHS-1,16,mizoram,3,CHHIMTUIPUI,Mizoram,0,1991,30.000000000000004,fuzzy,mizoram_0
NFHS-1,17,nagaland,1,KOHIMA,Nagaland,0,1991,14.28571428571429,fuzzy,nagaland_0
NFHS-1,17,nagaland,1,KOHIMA,Nagaland,0,1991,14.28571428571429,fuzzy,nagaland_0
NFHS-1,17,nagaland,2,PHEK,Nagaland,0,1991,0.0,fuzzy,nagaland_0
NFHS-1,17,nagaland,2,PHEK,Nagaland,0,1991,0.0,fuzzy,nagaland_0
NFHS-1,17,nagaland,3,ZUNHEBOTO,Nagaland,0,1991,11.764705882352944,fuzzy,nagaland_0
NFHS-1,17,nagaland,3,ZUNHEBOTO,Nagaland,0,1991,11.764705882352944,fuzzy,nagaland_0
NFHS-1,17,nagaland,4,WOKHA,Nagaland,0,1991,25.71428571428571,fuzzy,nagaland_0
NFHS-1,17,nagaland,4,WOKHA,Nagaland,0,1991,25.71428571428571,fuzzy,nagaland_0
NFHS-1,17,nagaland,5,MOKOKCHUNG,Nagaland,0,1991,22.22222222222222,fuzzy,nagaland_0
NFHS-1,17,nagaland,5,MOKOKCHUNG,Nagaland,0,1991,22.22222222222222,fuzzy,nagaland_0
NFHS-1,17,nagaland,6,TUENSANG,Nagaland,0,1991,37.5,fuzzy,nagaland_0
NFHS-1,17,nagaland,6,TUENSANG,Nagaland,0,1991,37.5,fuzzy,nagaland_0
NFHS-1,17,nagaland,7,MON,Nagaland,0,1991,45.0,fuzzy,nagaland_0
NFHS-1,17,nagaland,7,MON,Nagaland,0,1991,45.0,fuzzy,nagaland_0
NFHS-1,18,orissa,1,Sambalpur,Sambalpur,1,1991,100.0,fuzzy,orissa_1
NFHS-1,18,orissa,1,Sambalpur,Sambalpur,1,1991,100.0,fuzzy,orissa_1
NFHS-1,18,orissa,2,Sundargarh,Sundargarh,2,1991,100.0,fuzzy,orissa_2
NFHS-1,18,orissa,2,Sundargarh,Sundargarh,2,1991,100.0,fuzzy,orissa_2
NFHS-1,18,orissa,3,Kendujhar,Kendujhar,3,1991,100.0,fuzzy,orissa_3
NFHS-1,18,orissa,3,Kendujhar,Kendujhar,3,1991,100.0,fuzzy,orissa_3
NFHS-1,18,orissa,4,Mayurbhanj,Mayurbhanj,4,1991,100.0,fuzzy,orissa_4
NFHS-1,18,orissa,4,Mayurbhanj,Mayurbhanj,4,1991,100.0,fuzzy,orissa_4
NFHS-1,18,orissa,5,Baleshwar,Baleshwar,5,1991,100.0,fuzzy,orissa_5
NFHS-1,18,orissa,5,Baleshwar,Baleshwar,5,1991,100.0,fuzzy,orissa_5
NFHS-1,18,orissa,6,Cuttack,Cuttack,6,1991,100.0,fuzzy,orissa_6
NFHS-1,18,orissa,6,Cuttack,Cuttack,6,1991,100.0,fuzzy,orissa_6
NFHS-1,18,orissa,7,Dhenkanal,Dhenkanal,7,1991,100.0,fuzzy,orissa_7
NFHS-1,18,orissa,7,Dhenkanal,Dhenkanal,7,1991,100.0,fuzzy,orissa_7
NFHS-1,18,orissa,8,Phulabani,Phulbani,8,1991,94.11764705882352,fuzzy,orissa_8
NFHS-1,18,orissa,8,Phulabani,Phulbani,8,1991,94.11764705882352,fuzzy,orissa_8
NFHS-1,18,orissa,9,Balangir,Balangir,9,1991,100.0,fuzzy,orissa_9
NFHS-1,18,orissa,9,Balangir,Balangir,9,1991,100.0,fuzzy,orissa_9
NFHS-1,18,orissa,10,Kalahandi,Kalahandi,10,1991,100.0,fuzzy,orissa_10
NFHS-1,18,orissa,10,Kalahandi,Kalahandi,10,1991,100.0,fuzzy,orissa_10
NFHS-1,18,orissa,11,Koraput,Koraput,11,1991,100.0,fuzzy,orissa_11
NFHS-1,18,orissa,11,Koraput,Koraput,11,1991,100.0,fuzzy,orissa_11
NFHS-1,18,orissa,12,Ganjam,Ganjam,12,1991,100.0,fuzzy,orissa_12
NFHS-1,18,orissa,12,Ganjam,Ganjam,12,1991,100.0,fuzzy,orissa_12
NFHS-1,18,orissa,13,Puri,Puri,13,1991,100.0,fuzzy,orissa_13
NFHS-1,18,orissa,13,Puri,Puri,13,1991,100.0,fuzzy,orissa_13
NFHS-1,19,punjab,1,GURDASPUR,Gurdaspur,1,1991,100.0,fuzzy,punjab_1
NFHS-1,19,punjab,1,GURDASPUR,Gurdaspur,1,1991,100.0,fuzzy,punjab_1
NFHS-1,19,punjab,2,AMRITSAR,Amritsar,2,1991,100.0,fuzzy,punjab_2
NFHS-1,19,punjab,2,AMRITSAR,Amritsar,2,1991,100.0,fuzzy,punjab_2
NFHS-1,19,punjab,3,FIROZPUR,Firozpur,3,1991,100.0,fuzzy,punjab_3
NFHS-1,19,punjab,3,FIROZPUR,Firozpur,3,1991,100.0,fuzzy,punjab_3
NFHS-1,19,punjab,5,JALANDHAR,Jalandhar,5,1991,100.0,fuzzy,punjab_5
NFHS-1,19,punjab,5,JALANDHAR,Jalandhar,5,1991,100.0,fuzzy,punjab_5
NFHS-1,19,punjab,6,KAPURTHALA,Kapurthala,6,1991,100.0,fuzzy,punjab_6
NFHS-1,19,punjab,6,KAPURTHALA,Kapurthala,6,1991,100.0,fuzzy,punjab_6
NFHS-1,19,punjab,7,HOSHIARPUR,Hoshiarpur,7,1991,100.0,fuzzy,punjab_7
NFHS-1,19,punjab,7,HOSHIARPUR,Hoshiarpur,7,1991,100.0,fuzzy,punjab_7
NFHS-1,19,punjab,8,RUPNAGAR,Rupnagar,8,1991,100.0,fuzzy,punjab_8
NFHS-1,19,punjab,8,RUPNAGAR,Rupnagar,8,1991,100.0,fuzzy,punjab_8
NFHS-1,19,punjab,4,LUDHIANA,Ludhiana,4,1991,100.0,fuzzy,punjab_4
NFHS-1,19,punjab,4,LUDHIANA,Ludhiana,4,1991,100.0,fuzzy,punjab_4
NFHS-1,19,punjab,9,PATIALA,Patiala,9,1991,100.0,fuzzy,punjab_9
NFHS-1,19,punjab,9,PATIALA,Patiala,9,1991,100.0,fuzzy,punjab_9
